gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,year,state
female,group C,some college,free/reduced,none,77,90,91,2017,Missouri
male,group A,bachelor's degree,standard,completed,75,58,62,2018,Tennessee
female,group C,some college,standard,none,84,87,91,2019,Illinois
female,group D,associate's degree,free/reduced,none,26,31,38,2016,New York
male,group A,high school,free/reduced,completed,72,67,65,2019,Indiana
female,group A,high school,free/reduced,completed,77,88,85,2019,Ohio
male,group C,some college,standard,none,91,74,76,2020,Georgia
female,group C,associate's degree,standard,completed,83,85,90,2015,Florida
female,group C,high school,standard,none,63,69,74,2019,Michigan
female,group C,associate's degree,standard,completed,68,86,84,2015,Texas
female,group D,some high school,standard,none,59,67,61,2018,Wisconsin
female,group B,associate's degree,standard,completed,90,90,91,2017,Colorado
female,group D,bachelor's degree,standard,completed,71,76,83,2017,Arizona
male,group E,bachelor's degree,standard,completed,76,62,66,2020,Pennsylvania
male,group D,associate's degree,standard,none,80,68,72,2019,Colorado
female,group D,master's degree,standard,none,55,64,70,2020,Florida
male,group E,associate's degree,standard,none,76,71,67,2020,Michigan
male,group B,high school,standard,completed,73,71,68,2018,Wisconsin
female,group D,associate's degree,free/reduced,none,52,59,56,2019,California
male,group C,some college,free/reduced,none,68,68,61,2017,Indiana
male,group A,high school,standard,none,59,52,46,2016,Tennessee
female,group B,associate's degree,standard,none,49,52,54,2016,Tennessee
male,group C,high school,standard,none,70,74,71,2020,Wisconsin
male,group D,some college,free/reduced,none,61,47,56,2017,Washington
female,group C,associate's degree,free/reduced,none,60,75,74,2020,Michigan
male,group B,some high school,standard,completed,64,53,57,2020,Texas
male,group A,associate's degree,free/reduced,completed,79,82,82,2017,Georgia
female,group A,associate's degree,free/reduced,none,65,85,76,2018,New York
female,group C,associate's degree,standard,none,64,64,70,2020,Michigan
female,group C,some college,standard,none,83,83,90,2020,Missouri
female,group C,bachelor's degree,standard,none,81,88,90,2019,New York
female,group B,high school,standard,none,54,64,68,2017,Illinois
male,group D,high school,standard,completed,68,64,66,2015,Colorado
female,group C,some college,standard,none,54,48,52,2018,Maryland
female,group D,some college,free/reduced,completed,59,78,76,2015,New York
female,group B,some high school,standard,none,66,69,68,2018,Massachusetts
male,group E,some college,standard,none,76,71,72,2018,Ohio
female,group D,master's degree,standard,none,74,79,82,2015,Tennessee
female,group B,associate's degree,standard,completed,94,87,92,2017,Georgia
male,group C,some college,free/reduced,none,63,61,54,2019,Florida
female,group E,associate's degree,standard,completed,95,89,92,2020,Tennessee
female,group D,master's degree,free/reduced,none,40,59,54,2016,New York
female,group B,some high school,standard,none,82,82,80,2018,Washington
male,group A,high school,standard,none,68,70,66,2015,California
male,group B,bachelor's degree,free/reduced,none,55,59,54,2017,New York
male,group C,master's degree,standard,none,79,78,77,2020,Ohio
female,group C,bachelor's degree,standard,none,86,92,87,2018,Florida
male,group D,some college,standard,none,76,71,73,2015,Virginia
male,group A,some high school,standard,none,64,50,43,2017,North Carolina
male,group D,some high school,free/reduced,none,62,49,52,2016,Florida
female,group B,some high school,standard,completed,54,61,62,2020,Maryland
female,group B,master's degree,free/reduced,completed,77,97,94,2020,Michigan
female,group C,some high school,standard,completed,76,87,85,2016,California
female,group D,some college,standard,none,74,89,84,2018,Pennsylvania
female,group E,some college,standard,completed,66,74,73,2015,Michigan
female,group D,some high school,standard,completed,66,78,78,2015,Florida
female,group B,high school,free/reduced,completed,67,78,79,2019,North Carolina
male,group D,some college,standard,none,71,49,52,2020,Washington
female,group C,associate's degree,standard,none,91,86,84,2018,Maryland
male,group D,bachelor's degree,standard,none,69,58,57,2018,Florida
male,group C,master's degree,free/reduced,none,54,59,50,2017,North Carolina
male,group C,high school,standard,completed,53,52,49,2020,Wisconsin
male,group E,some college,standard,none,68,60,59,2018,Ohio
male,group C,some high school,free/reduced,completed,56,61,60,2017,Colorado
female,group C,high school,free/reduced,none,36,53,43,2016,Pennsylvania
female,group D,bachelor's degree,free/reduced,none,29,41,47,2016,Michigan
female,group C,associate's degree,standard,none,62,74,70,2020,Arizona
female,group C,associate's degree,standard,completed,68,67,73,2017,Pennsylvania
female,group C,some high school,standard,none,47,54,53,2020,North Carolina
male,group E,associate's degree,standard,completed,62,61,58,2016,Massachusetts
female,group E,associate's degree,standard,completed,79,88,94,2015,Missouri
male,group B,high school,standard,completed,73,69,68,2015,Georgia
female,group C,bachelor's degree,free/reduced,completed,66,83,83,2017,Missouri
male,group C,associate's degree,standard,completed,51,60,58,2015,Florida
female,group D,high school,standard,none,51,66,62,2020,Texas
male,group E,bachelor's degree,standard,completed,85,66,71,2015,Arizona
male,group A,associate's degree,standard,completed,97,92,86,2015,Massachusetts
male,group C,high school,standard,completed,75,69,68,2019,Colorado
male,group D,associate's degree,free/reduced,completed,79,82,80,2017,Colorado
female,group C,associate's degree,standard,none,81,77,79,2018,Indiana
female,group D,associate's degree,standard,none,82,95,89,2015,California
female,group D,master's degree,standard,none,64,63,66,2017,Washington
male,group E,some high school,free/reduced,completed,78,83,80,2019,Washington
female,group A,some high school,standard,completed,92,100,97,2018,Illinois
male,group C,high school,standard,completed,72,67,64,2015,Colorado
female,group C,high school,free/reduced,none,62,67,64,2015,Colorado
male,group C,master's degree,standard,none,79,72,69,2016,Arizona
male,group C,some high school,free/reduced,none,79,76,65,2020,North Carolina
male,group B,bachelor's degree,free/reduced,completed,87,90,88,2017,Washington
female,group B,associate's degree,standard,none,40,48,50,2017,Colorado
male,group D,some college,free/reduced,none,77,62,64,2016,Georgia
male,group E,associate's degree,standard,none,53,45,40,2018,California
female,group C,some college,free/reduced,none,32,39,33,2016,Maryland
female,group C,associate's degree,standard,completed,55,72,79,2017,Arizona
male,group C,master's degree,free/reduced,none,61,67,66,2016,North Carolina
female,group B,associate's degree,free/reduced,none,53,70,70,2016,Illinois
male,group D,some high school,standard,none,73,66,62,2016,Washington
female,group D,some college,standard,completed,74,75,79,2016,Virginia
female,group C,some college,standard,none,63,74,74,2018,New York
male,group C,bachelor's degree,standard,completed,96,90,92,2019,Washington
female,group D,some college,free/reduced,completed,63,80,80,2018,Michigan
male,group B,bachelor's degree,free/reduced,none,48,51,46,2015,Tennessee
male,group B,associate's degree,standard,none,48,43,45,2019,California
female,group E,bachelor's degree,free/reduced,completed,92,100,100,2015,Wisconsin
female,group D,master's degree,free/reduced,completed,61,71,78,2016,Maryland
male,group B,high school,free/reduced,none,63,48,47,2020,New York
male,group D,bachelor's degree,free/reduced,none,68,68,67,2016,Massachusetts
male,group B,some college,standard,completed,71,75,70,2018,Missouri
male,group A,bachelor's degree,standard,none,91,96,92,2019,Georgia
female,group C,some college,standard,none,53,62,56,2018,Virginia
female,group C,high school,free/reduced,completed,50,66,64,2018,Maryland
female,group E,high school,standard,none,74,81,71,2017,Georgia
male,group A,associate's degree,free/reduced,completed,40,55,53,2016,Missouri
male,group A,some college,standard,completed,61,51,52,2015,Pennsylvania
female,group B,high school,standard,none,81,91,89,2015,Texas
female,group B,some college,free/reduced,completed,48,56,58,2016,New York
female,group D,master's degree,standard,none,53,61,68,2015,Florida
female,group D,some high school,standard,none,81,97,96,2015,Colorado
female,group E,some high school,standard,none,77,79,80,2019,Arizona
female,group D,bachelor's degree,free/reduced,none,63,73,78,2020,California
female,group D,associate's degree,standard,completed,73,75,80,2018,North Carolina
female,group D,some college,standard,none,69,77,77,2015,Washington
female,group C,associate's degree,standard,none,65,76,76,2020,Ohio
female,group A,high school,standard,none,55,73,73,2018,Washington
female,group C,bachelor's degree,free/reduced,none,44,63,62,2017,New York
female,group C,some college,standard,none,54,64,65,2015,Michigan
female,group A,some high school,standard,none,48,66,65,2019,Massachusetts
male,group C,some college,free/reduced,none,58,57,54,2018,Maryland
male,group A,some high school,standard,none,71,62,50,2017,Missouri
male,group E,bachelor's degree,standard,none,68,68,64,2015,Indiana
female,group E,high school,standard,none,74,76,73,2020,Maryland
female,group C,bachelor's degree,standard,completed,92,100,99,2017,Indiana
female,group C,bachelor's degree,standard,completed,56,79,72,2017,Texas
male,group B,high school,free/reduced,none,30,24,15,2018,Tennessee
male,group A,some high school,standard,none,53,54,48,2015,California
female,group D,high school,standard,none,69,77,73,2018,Pennsylvania
female,group D,some high school,standard,none,65,82,81,2017,Ohio
female,group D,master's degree,standard,none,54,60,63,2020,Washington
female,group C,high school,standard,none,29,29,30,2016,Colorado
female,group E,some college,standard,none,76,78,80,2018,California
male,group D,high school,free/reduced,none,60,57,51,2015,New York
male,group D,master's degree,free/reduced,completed,84,89,90,2015,Indiana
male,group C,some high school,standard,none,75,72,62,2020,Washington
female,group C,associate's degree,standard,none,85,84,82,2017,Missouri
female,group C,master's degree,free/reduced,none,40,58,54,2018,Texas
female,group E,some college,standard,none,61,64,62,2019,Maryland
female,group B,associate's degree,standard,none,58,63,65,2016,Wisconsin
male,group D,some college,free/reduced,completed,69,60,63,2020,Colorado
female,group C,some college,standard,none,58,59,66,2018,Virginia
male,group C,bachelor's degree,standard,completed,94,90,91,2016,Maryland
female,group C,associate's degree,standard,none,65,77,74,2018,Ohio
female,group A,associate's degree,standard,none,82,93,93,2017,Pennsylvania
female,group C,high school,standard,none,60,68,72,2020,Texas
female,group E,bachelor's degree,standard,none,37,45,38,2015,Pennsylvania
male,group D,bachelor's degree,standard,none,88,78,83,2020,Michigan
male,group D,master's degree,standard,none,95,81,84,2018,Michigan
male,group C,associate's degree,free/reduced,completed,65,73,68,2017,Wisconsin
female,group C,high school,free/reduced,none,35,61,54,2017,Missouri
male,group B,bachelor's degree,free/reduced,none,62,63,56,2018,Florida
male,group C,high school,free/reduced,completed,58,51,52,2017,Michigan
male,group A,some college,standard,completed,100,96,86,2019,Wisconsin
female,group E,bachelor's degree,free/reduced,none,61,58,62,2015,Pennsylvania
male,group D,some college,standard,completed,100,97,99,2015,Texas
male,group B,associate's degree,free/reduced,completed,69,70,63,2018,California
male,group D,associate's degree,standard,none,61,48,46,2019,Maryland
male,group D,some college,free/reduced,none,49,57,46,2015,Georgia
female,group C,some high school,standard,completed,44,51,55,2020,North Carolina
male,group D,some college,standard,none,67,64,70,2017,Virginia
male,group B,high school,standard,none,79,60,65,2019,Illinois
female,group B,bachelor's degree,standard,completed,66,74,81,2019,Tennessee
female,group C,high school,standard,none,75,88,85,2018,Tennessee
male,group D,some high school,standard,none,84,84,80,2017,Washington
male,group A,high school,standard,none,71,74,64,2020,New York
female,group B,high school,free/reduced,completed,67,80,81,2019,New York
female,group D,some high school,standard,completed,80,92,88,2017,Maryland
